ROI,Subject,Effect, LocalizerSize,EffectSize,System,Localizer,Task,Hemisphere,Type,SentType,Version,SentTask
RH_AntTemp,718,N,26,0.73302,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,720,S,26,-0.062152,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,720,N,26,-0.026553,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,724,S,26,0.091782,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,724,N,26,0.046903,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,820,S,26,1.225596,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,820,N,26,-0.199317,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,837,S,26,1.059944,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,837,N,26,0.266376,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,838,S,26,0.254203,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,838,N,26,-0.185374,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,839,S,26,1.010419,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,839,N,26,-0.278492,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,840,S,26,-0.155122,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,840,N,26,-0.433319,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,841,S,26,-0.257628,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,841,N,26,0.372767,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,842,S,26,-0.144739,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,842,N,26,-0.197726,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,843,S,26,0.338151,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,843,N,26,-0.11168,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,844,S,26,0.091155,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,844,N,26,-0.382223,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,845,S,26,-1.088817,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,845,N,26,-1.028847,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,846,S,26,-0.340924,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,846,N,26,-0.164825,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,847,S,26,0.37338,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,847,N,26,0.55607,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,848,S,26,0.065755,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,848,N,26,0.035114,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,849,S,26,0.026537,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,849,N,26,0.468824,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,850,S,26,0.866889,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,850,N,26,0.262858,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,851,S,26,-0.621283,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,851,N,26,-0.959836,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,856,S,26,0.054588,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,856,N,26,0.36982,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,864,S,26,0.032082,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,864,N,26,-0.080798,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,865,S,26,0.001896,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,865,N,26,-0.030354,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,866,S,26,0.251602,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
RH_AntTemp,866,N,26,-0.110466,DMN,DMN,ButtonPress,RH,OneSentence,OneSentence,V1,ButtonPress
LH_FrontalMed,212,S,334,-1.429961,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,212,N,334,-2.177564,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,249,S,334,-0.136106,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,249,N,334,0.715202,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,338,S,334,-0.691318,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,338,N,334,-1.724353,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,365,S,334,-1.919279,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,365,N,334,-1.703007,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,382,S,334,-1.918652,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,382,N,334,-1.029744,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,426,S,334,0.233944,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,426,N,334,0.253056,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,553,S,334,-1.189409,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,553,N,334,-1.883729,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,584,S,334,-0.404877,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,584,N,334,-0.196182,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,602,S,334,-0.602015,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,602,N,334,-0.043014,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,604,S,334,-1.013094,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,604,N,334,-1.618781,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,605,S,334,-0.193512,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,605,N,334,-0.958497,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,606,S,334,-0.122169,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,606,N,334,-0.352674,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,673,S,334,-0.948116,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,673,N,334,0.47488,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,674,S,334,-0.596425,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,674,N,334,-0.465447,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,680,S,334,-0.859093,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,680,N,334,-1.5111,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,707,S,334,-0.183423,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,707,N,334,-0.054684,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,712,S,334,-0.934355,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,712,N,334,-0.196059,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,714,S,334,0.195132,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,714,N,334,-0.495199,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,716,S,334,0.340535,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,716,N,334,0.372243,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,717,S,334,-0.397635,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,717,N,334,-1.270991,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,718,S,334,-1.856263,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,718,N,334,-0.326409,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,720,S,334,-0.312895,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,720,N,334,0.375286,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,724,S,334,-0.460655,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,724,N,334,-0.493901,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,820,S,334,0.255604,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,820,N,334,-1.829655,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,837,S,334,-1.216367,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,837,N,334,-1.129659,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,839,S,334,-0.226056,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,839,N,334,-0.572336,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,844,S,334,-0.071552,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,844,N,334,0.398602,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,845,S,334,-0.956204,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,845,N,334,-0.543819,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,847,S,334,0.354886,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,847,N,334,0.668298,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,856,S,334,-1.153415,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,856,N,334,-1.235234,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,864,S,334,-2.503946,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_FrontalMed,864,N,334,-1.534739,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,212,S,73,0.430701,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,212,N,73,-0.407898,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,249,S,73,-0.586096,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,249,N,73,0.686727,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,338,S,73,-0.487591,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,338,N,73,-1.008211,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,365,S,73,-0.929918,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,365,N,73,-0.556481,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,382,S,73,-0.865601,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,382,N,73,-0.475822,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,426,S,73,-0.653469,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,426,N,73,-0.321627,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,553,S,73,-0.354209,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,553,N,73,-0.900127,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,584,S,73,-0.521213,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,584,N,73,-0.467804,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,602,S,73,-0.475034,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,602,N,73,0.205998,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,604,S,73,-0.972837,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,604,N,73,-1.728793,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,605,S,73,-0.364664,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,605,N,73,-0.407009,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,606,S,73,-0.268553,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,606,N,73,-0.459206,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,673,S,73,-0.029485,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,673,N,73,0.116174,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,674,S,73,-2.031822,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,674,N,73,-1.54477,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,680,S,73,-0.641531,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,680,N,73,-0.68703,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,707,S,73,-0.40276,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,707,N,73,-0.343739,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,712,S,73,-0.504752,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,712,N,73,-0.48166,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,714,S,73,-0.011885,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,714,N,73,-0.635976,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,716,S,73,-0.046648,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,716,N,73,-0.040001,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,717,S,73,-0.234704,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,717,N,73,-0.927684,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,718,S,73,-1.019855,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,718,N,73,-0.211032,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,720,S,73,0.004075,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,720,N,73,0.1615,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,724,S,73,-0.563407,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,724,N,73,-0.434352,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,820,S,73,-0.633461,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,820,N,73,-1.658294,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,837,S,73,-0.825883,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,837,N,73,-0.691556,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,839,S,73,-0.428105,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,839,N,73,-0.869059,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,844,S,73,-0.739313,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,844,N,73,-0.304828,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,845,S,73,-0.913798,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,845,N,73,-0.588867,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,847,S,73,-0.297503,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,847,N,73,-0.188818,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,856,S,73,-0.691035,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,856,N,73,-1.0019,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,864,S,73,-1.466503,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_PostCing,864,N,73,-1.017701,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,212,S,66,-1.91194,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,212,N,66,-0.66528,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,249,S,66,0.950537,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,249,N,66,1.744914,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,338,S,66,-0.163583,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,338,N,66,-0.459115,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,365,S,66,-0.955342,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,365,N,66,-0.861534,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,382,S,66,-0.997838,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,382,N,66,-0.788876,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,426,S,66,3.622657,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,426,N,66,0.858067,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,553,S,66,-1.241513,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,553,N,66,-2.034607,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,584,S,66,-0.640973,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,584,N,66,-0.575159,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,602,S,66,-0.077329,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,602,N,66,0.521241,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,604,S,66,0.045021,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,604,N,66,-0.177538,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,605,S,66,0.635963,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,605,N,66,-0.582972,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,606,S,66,-0.0604,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,606,N,66,0.088026,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,673,S,66,-0.397762,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,673,N,66,0.30766,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,674,S,66,-3.907466,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,674,N,66,-3.114181,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,680,S,66,-1.057731,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,680,N,66,-1.308558,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,707,S,66,-0.608181,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,707,N,66,-0.324648,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,712,S,66,-0.246844,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,712,N,66,-0.060774,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,714,S,66,-0.351875,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,714,N,66,-0.831658,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,716,S,66,0.021725,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,716,N,66,0.143038,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,717,S,66,1.007196,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,717,N,66,-0.3524,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,718,S,66,-1.471587,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,718,N,66,-0.513245,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,720,S,66,0.137235,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,720,N,66,0.651779,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,724,S,66,0.145866,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,724,N,66,-0.367749,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,820,S,66,0.120403,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,820,N,66,-0.219556,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,837,S,66,-0.44715,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,837,N,66,-0.30615,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,839,S,66,-0.476164,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,839,N,66,-1.327515,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,844,S,66,-0.548562,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,844,N,66,-0.250168,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,845,S,66,-0.954745,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,845,N,66,-0.669648,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,847,S,66,0.093575,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,847,N,66,0.200721,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,856,S,66,-0.356946,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,856,N,66,-1.512295,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
LH_TPJ,864,S,66,-2.125671,DMN,DMN,MemoryAll,LH,OneSentence,OneSentence,V2,MemoryAll
